song_id,performer,song,spotify_genre,danceability,loudness,speechiness,valence,spotify_track_popularity
Small TownJohn Mellencamp,John Mellencamp,Small Town,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",0.661,-2.705,0.0338,0.681,64
Love Is AliveGary Wright,Gary Wright,Love Is Alive,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",0.77,-13.632,0.0268,0.904,49
Downtown TrainRod Stewart,Rod Stewart,Downtown Train,"['adult standards', 'mellow gold', 'soft rock']",0.527,-7.965,0.0314,0.271,52
I Love How You Love MeBobby Vinton,Bobby Vinton,I Love How You Love Me,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",0.211,-10.779,0.0296,0.224,45
I Luh Ya PapiJennifer Lopez Featuring French Montana,Jennifer Lopez Featuring French Montana,I Luh Ya Papi,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",0.731,-6.307,0.448,0.589,49
"Running Out Of TimeTyler, The Creator","Tyler, The Creator",Running Out Of Time,"['hip hop', 'rap']",0.36,-10.6,0.0528,0.162,73
Full Of FireAl Green,Al Green,Full Of Fire,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",0.771,-10.722,0.0284,0.884,38
Don't Fence Me InTommy Edwards,Tommy Edwards,Don't Fence Me In,"['deep adult standards', 'doo-wop']",0.617,-10.957,0.0528,0.608,9
May We AllFlorida Georgia Line Featuring Tim McGraw,Florida Georgia Line Featuring Tim McGraw,May We All,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0.488,-4.255,0.0389,0.646,71
This Is MeDemi Lovato & Joe Jonas,Demi Lovato & Joe Jonas,This Is Me,"['dance pop', 'pop', 'post-teen pop']",0.484,-2.767,0.0393,0.594,59
Let The Heartaches BeginLong John Baldry,Long John Baldry,Let The Heartaches Begin,"['british blues', 'canadian blues']",0.458,-8.547,0.0297,0.505,36
Leave My Kitten AloneLittle Willie John,Little Willie John,Leave My Kitten Alone,"['rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",0.402,-13.545,0.0427,0.861,12
Crazy Crazy NightsKISS,KISS,Crazy Crazy Nights,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",0.591,-6.383,0.0655,0.74,61
EraserEd Sheeran,Ed Sheeran,Eraser,"['pop', 'uk pop']",0.64,-5.647,0.0834,0.914,67
Four Leaf CloverAbra Moore,Abra Moore,Four Leaf Clover,"['ectofolk', 'lilith', 'new wave pop']",0.672,-6.351,0.0323,0.973,21
Do You Really Want To Hurt MeCulture Club,Culture Club,Do You Really Want To Hurt Me,"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.744,-14.996,0.0366,0.42,64
KnockoutLil Wayne Featuring Nicki Minaj,Lil Wayne Featuring Nicki Minaj,Knockout,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.493,-3.706,0.0458,0.349,47
Bobby Sox To StockingsFrankie Avalon,Frankie Avalon,Bobby Sox To Stockings,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",0.589,-9.722,0.0297,0.614,24
I Guess The Lord Must Be In New York CityNilsson,Nilsson,I Guess The Lord Must Be In New York City,"['art rock', 'brill building pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",0.518,-15.028,0.0519,0.745,45
Lush LifeZara Larsson,Zara Larsson,Lush Life,"['dance pop', 'edm', 'pop', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0.694,-3.923,0.046,0.799,77
Saturday Night's Alright For FightingElton John,Elton John,Saturday Night's Alright For Fighting,"['glam rock', 'mellow gold', 'piano rock']",0.491,-4.923,0.0438,0.962,42
Proud Of The House We BuiltBrooks & Dunn,Brooks & Dunn,Proud Of The House We Built,"['contemporary country', 'country', 'country road', 'country rock']",0.618,-4.973,0.0445,0.545,41
Just Like ParadiseDavid Lee Roth,David Lee Roth,Just Like Paradise,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']",0.611,-4.983,0.034,0.376,56
My Little TownSimon & Garfunkel,Simon & Garfunkel,My Little Town,"['classical performance', 'orchestral performance']",0.665,-7.766,0.0308,0.429,51
(Don't Fear) The ReaperBlue Oyster Cult,Blue Oyster Cult,(Don't Fear) The Reaper,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock', 'soft rock']",0.333,-8.55,0.0733,0.382,77
I've Been HurtBill Deal & The Rhondels,Bill Deal & The Rhondels,I've Been Hurt,['beach music'],0.577,-8.184,0.0511,0.77,30
Stays In MexicoToby Keith,Toby Keith,Stays In Mexico,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.655,-3.301,0.0724,0.718,43
I Can See Clearly NowJohnny Nash,Johnny Nash,I Can See Clearly Now,"['bubblegum pop', 'classic uk pop', 'motown']",0.681,-13.2,0.0568,0.623,66
"The LondonYoung Thug, J. Cole & Travis Scott","Young Thug, J. Cole & Travis Scott",The London,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",0.796,-6.946,0.147,0.179,85
Listen To The BandThe Monkees,The Monkees,Listen To The Band,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",0.26,-8.98,0.0625,0.538,28
Love's Been A Little Bit Hard On MeJuice Newton,Juice Newton,Love's Been A Little Bit Hard On Me,"['classic country pop', 'country dawn', 'soft rock']",0.611,-8.661,0.0324,0.93,35
Don't Wanna Lose YouGloria Estefan,Gloria Estefan,Don't Wanna Lose You,"['dance pop', 'latin', 'latin pop', 'new wave pop', 'pop', 'soft rock']",0.545,-14.127,0.0245,0.465,43
RunJoji,Joji,Run,"['alternative r&b', 'viral pop']",0.448,-3.954,0.0332,0.361,68
Speak To The SkyRick Springfield,Rick Springfield,Speak To The Sky,"['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']",0.587,-9.411,0.0321,0.831,19
Give Me Back My HometownEric Church,Eric Church,Give Me Back My Hometown,"['contemporary country', 'country', 'country road', 'modern country rock']",0.619,-7.789,0.0295,0.5,59
OneCreed,Creed,One,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",0.386,-5.83,0.0346,0.195,70
Blue BayouRoy Orbison,Roy Orbison,Blue Bayou,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']",0.53,-12.218,0.0357,0.805,49
GirlDestiny's Child,Destiny's Child,Girl,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.567,-6.019,0.105,0.556,66
Over The Mountain; Across The SeaJohnnie & Joe,Johnnie & Joe,Over The Mountain; Across The Sea,"['funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']",0.325,-8.615,0.0334,0.701,33
Shape Of YouEd Sheeran,Ed Sheeran,Shape Of You,"['pop', 'uk pop']",0.825,-3.183,0.0802,0.931,86
I Can Transform YaChris Brown Featuring Lil Wayne & Swizz Beatz,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.541,-4.229,0.107,0.856,57
YouJesse Powell,Jesse Powell,You,"['new jack swing', 'r&b', 'urban contemporary']",0.722,-9.612,0.026,0.266,50
Makin' Good LoveAvant,Avant,Makin' Good Love,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0.793,-3.924,0.0383,0.718,55
Ring The AlarmBeyonce,Beyonce,Ring The Alarm,"['dance pop', 'pop', 'pop rap', 'r&b']",0.458,-8.395,0.469,0.48,53
You've Still Got A Place In My HeartDean Martin,Dean Martin,You've Still Got A Place In My Heart,"['adult standards', 'easy listening', 'lounge']",0.407,-14.543,0.0361,0.349,33
Far AwayNickelback,Nickelback,Far Away,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",0.518,-5.153,0.0309,0.293,71
It's Okay (One Blood)The Game Featuring Junior Reid,The Game Featuring Junior Reid,It's Okay (One Blood),"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.604,-5.547,0.262,0.614,50
My BooGhost Town DJ's,Ghost Town DJ's,My Boo,[],0.885,-9.196,0.0664,0.691,64
Float OnModest Mouse,Modest Mouse,Float On,"['alternative rock', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'washington indie']",0.649,-4.807,0.0293,0.553,72
She Didn't Know (She Kept On Talking)Dee Dee Warwick,Dee Dee Warwick,She Didn't Know (She Kept On Talking),"['brill building pop', 'southern soul']",0.309,-17.474,0.0484,0.341,35
Good TimeNiko Moon,Niko Moon,Good Time,['contemporary country'],0.79,-5.878,0.0447,0.641,69
Beer Never Broke My HeartLuke Combs,Luke Combs,Beer Never Broke My Heart,['contemporary country'],0.54,-4.483,0.0481,0.64,79
Wind Him UpSaga,Saga,Wind Him Up,[],0.529,-15.282,0.0307,0.609,29
Time After TimeCyndi Lauper,Cyndi Lauper,Time After Time,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop', 'pop rock', 'soft rock']",0.724,-9.321,0.0282,0.324,73
Rag Mama RagThe Band,The Band,Rag Mama Rag,"['electropop', 'hopebeat', 'indie pop', 'indie poptimism', 'indiecoustica', 'indietronica', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'stomp and holler']",0.583,-8.729,0.041,0.931,37
Heart Of GlassBlondie,Blondie,Heart Of Glass,"['candy pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",0.694,-14.63,0.0308,0.845,71
Request LineZhane,Zhane,Request Line,"['funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.854,-9.516,0.0493,0.821,35
La ToxicaFarruko,Farruko,La Toxica,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.659,-4.107,0.164,0.623,82
Boulevard Of Broken DreamsGreen Day,Green Day,Boulevard Of Broken Dreams,"['modern rock', 'permanent wave', 'punk']",0.496,-4.095,0.0294,0.474,75
"Try Me, I Know We Can Make ItDonna Summer",Donna Summer,"Try Me, I Know We Can Make It","['dance pop', 'disco', 'europop', 'hi-nrg', 'motown', 'new wave pop']",0.81,-15.674,0.0363,0.964,39
Chill BillRob $tone Featuring J. Davi$ & Spooks,Rob $tone Featuring J. Davi$ & Spooks,Chill Bill,['san diego rap'],0.886,-10.028,0.145,0.23,79
Halfway ThereBig Time Rush,Big Time Rush,Halfway There,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.541,-4.725,0.052,0.351,53
When Will I Be LovedLinda Ronstadt,Linda Ronstadt,When Will I Be Loved,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']",0.513,-10.023,0.0337,0.621,55
Everyday & EverynightYvette Michele,Yvette Michele,Everyday & Everynight,[],0.72,-7.519,0.259,0.597,30
Miss Americana & The Heartbreak PrinceTaylor Swift,Taylor Swift,Miss Americana & The Heartbreak Prince,"['dance pop', 'pop', 'post-teen pop']",0.662,-6.926,0.0736,0.487,74
Lose My MindBrett Eldredge,Brett Eldredge,Lose My Mind,"['contemporary country', 'country', 'country road', 'modern country rock']",0.68,-5.509,0.029,0.824,54
Wild ThingsAlessia Cara,Alessia Cara,Wild Things,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop']",0.741,-4.826,0.0886,0.706,65
One In A MillionNe-Yo,Ne-Yo,One In A Million,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.763,-6.078,0.0364,0.65,63
I Will Not BowBreaking Benjamin,Breaking Benjamin,I Will Not Bow,"['alternative metal', 'nu metal', 'post-grunge']",0.543,-3.65,0.0668,0.591,72
My Happy EndingAvril Lavigne,Avril Lavigne,My Happy Ending,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",0.414,-2.407,0.0758,0.74,69
Do You SeeWarren G,Warren G,Do You See,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",0.77,-10.583,0.205,0.57,55
DangerousYing Yang Twins Featuring Wyclef,Ying Yang Twins Featuring Wyclef,Dangerous,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.8,-3.872,0.0966,0.889,47
Work From HomeFifth Harmony Featuring Ty Dolla $ign,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'viral pop']",0.803,-5.861,0.0432,0.593,79
With Arms Wide OpenCreed,Creed,With Arms Wide Open,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",0.41,-8.412,0.0302,0.141,65
With YouChris Brown,Chris Brown,With You,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.662,-4.298,0.0698,0.655,74
GoldKiiara,Kiiara,Gold,"['dance pop', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'post-teen pop', 'tropical house']",0.6,-9.343,0.344,0.408,71
Never Ending Song Of LoveDelaney & Bonnie & Friends,Delaney & Bonnie & Friends,Never Ending Song Of Love,"['canadian electropop', 'indie electropop']",0.669,-14.096,0.0273,0.847,38
ImpossibleShontelle,Shontelle,Impossible,"['barbadian pop', 'dance pop', 'post-teen pop']",0.599,-3.631,0.0343,0.539,70
Good CombinationSonny & Cher,Sonny & Cher,Good Combination,"['deep groove house', 'deep house', 'disco house', 'house', 'uk dance']",0.548,-8.783,0.0507,0.728,14
2 ReasonsTrey Songz Featuring T.I.,Trey Songz Featuring T.I.,2 Reasons,"['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",0.734,-5.088,0.0762,0.539,53
Jorja InterludeDrake,Drake,Jorja Interlude,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.719,-10.461,0.104,0.205,63
HomicideLogic Featuring Eminem,Logic Featuring Eminem,Homicide,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0.694,-5.667,0.398,0.77,79
7 And 7 IsLove,Love,7 And 7 Is,"['adult standards', 'brill building pop', 'motown']",0.453,-9.23,0.0341,0.55,41
American BoyEstelle Featuring Kanye West,Estelle Featuring Kanye West,American Boy,['r&b'],0.727,-2.99,0.326,0.512,80
FocusH.E.R.,H.E.R.,Focus,"['alternative r&b', 'pop', 'pop rap']",0.415,-12.945,0.0561,0.0875,70
After PartyKoffee Brown,Koffee Brown,After Party,"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']",0.802,-4.796,0.0503,0.601,53
Can't Stop Dancin'Becky G,Becky G,Can't Stop Dancin',"['latin', 'latin viral pop', 'rap latina', 'reggaeton']",0.645,-7.946,0.0638,0.568,57
Before You GoLewis Capaldi,Lewis Capaldi,Before You Go,"['pop', 'uk pop']",0.459,-4.858,0.0573,0.183,84
IgnoranceParamore,Paramore,Ignorance,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",0.522,-2.645,0.095,0.51,68
Drowns The WhiskeyJason Aldean Featuring Miranda Lambert,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,"['contemporary country', 'country', 'country road']",0.552,-4.817,0.0306,0.6,68
Up All NightDrake Featuring Nicki Minaj,Drake Featuring Nicki Minaj,Up All Night,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.602,-4.653,0.286,0.275,63
"Suite: Judy Blue EyesCrosby, Stills & Nash","Crosby, Stills & Nash",Suite: Judy Blue Eyes,"['adult standards', 'easy listening']",0.451,-13.126,0.0436,0.298,67
Cat People (Putting Out Fire)David Bowie,David Bowie,Cat People (Putting Out Fire),"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",0.73,-10.909,0.0429,0.385,56
Moody RiverPat Boone,Pat Boone,Moody River,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",0.616,-7.365,0.0312,0.685,33
We Can't Hide It AnymoreLarry Santos,Larry Santos,We Can't Hide It Anymore,[],0.539,-9.921,0.0493,0.55,15
Won't Be LongAretha Franklin With The Ray Bryant Combo,Aretha Franklin With The Ray Bryant Combo,Won't Be Long,NA,0.734,-9.618,0.0987,0.898,32
It's A Disco Night (Rock Don't Stop)The Isley Brothers,The Isley Brothers,It's A Disco Night (Rock Don't Stop),"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",0.803,-6.039,0.0489,0.972,43
Die From A Broken HeartMaddie & Tae,Maddie & Tae,Die From A Broken Heart,"['contemporary country', 'country', 'country pop']",0.596,-6.633,0.0358,0.443,71
My EyesBlake Shelton Featuring Gwen Sebastian,Blake Shelton Featuring Gwen Sebastian,My Eyes,"['contemporary country', 'country', 'country road', 'oklahoma country']",0.453,-7.584,0.0406,0.625,53
RotationHerb Alpert,Herb Alpert,Rotation,"['adult standards', 'easy listening', 'lounge']",0.826,-13.957,0.0709,0.475,44
EnchantedThe Platters,The Platters,Enchanted,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']",0.367,-13.861,0.0367,0.277,34
Walk With Faith In Your HeartThe Bachelors,The Bachelors,Walk With Faith In Your Heart,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",0.485,-8.81,0.0325,0.499,29
Never Gonna Let You DownSurface,Surface,Never Gonna Let You Down,"['funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",0.56,-11.9,0.0307,0.186,32
The Last LeafThe Cascades,The Cascades,The Last Leaf,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll']",0.57,-10.333,0.0287,0.38,40
Silly WatchLil Uzi Vert,Lil Uzi Vert,Silly Watch,"['melodic rap', 'philly rap', 'rap', 'trap']",0.903,-6.238,0.286,0.157,66
Reelin' & Rockin'Chuck Berry,Chuck Berry,Reelin' & Rockin',"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",0.615,-6.601,0.0531,0.949,41
Make It NastyTyga,Tyga,Make It Nasty,"['pop rap', 'rap', 'trap']",0.895,-5.832,0.193,0.593,56
The Curly ShuffleJump 'n The Saddle,Jump 'n The Saddle,The Curly Shuffle,['novelty'],0.632,-11.772,0.104,0.873,22
KarmaQueen Naija,Queen Naija,Karma,"['deep pop r&b', 'pop', 'r&b']",0.592,-7.132,0.174,0.424,69
"StewballPeter, Paul & Mary","Peter, Paul & Mary",Stewball,"['a cappella', 'viral pop']",0.567,-15.64,0.0304,0.546,30
Goin' CrazyNatalie,Natalie,Goin' Crazy,"['adult standards', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",0.601,-7.351,0.0252,0.3,51
Heaven On EarthKid Cudi,Kid Cudi,Heaven On Earth,"['hip hop', 'ohio hip hop', 'rap']",0.786,-6.736,0.0558,0.228,62
Empty WallsSerj Tankian,Serj Tankian,Empty Walls,"['alternative metal', 'nu metal', 'post-grunge']",0.464,-3.568,0.0484,0.528,63
LandslideFleetwood Mac,Fleetwood Mac,Landslide,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.414,-22.32,0.0318,0.423,78
Chop SueySystem Of A Down,System Of A Down,Chop Suey,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.419,-3.908,0.12,0.286,82
Just Between You And MeLou Gramm,Lou Gramm,Just Between You And Me,"['album rock', 'mellow gold', 'soft rock']",0.742,-5.782,0.0262,0.878,44
We The People....A Tribe Called Quest,A Tribe Called Quest,We The People....,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",0.71,-5.471,0.0637,0.897,58
BodyMegan Thee Stallion,Megan Thee Stallion,Body,"['houston rap', 'pop', 'pop rap', 'trap queen']",0.914,-6.1,0.241,0.469,82
PeaceTaylor Swift,Taylor Swift,Peace,"['pop', 'post-teen pop']",0.647,-12.906,0.0916,0.339,68
"FeelsCalvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean","Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0.893,-3.105,0.0571,0.872,76
Pretty PaperRoy Orbison,Roy Orbison,Pretty Paper,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']",0.416,-14.001,0.0291,0.413,55
