song_id,performer,song,spotify_genre,danceability,loudness,speechiness,valence,spotify_track_popularity
The Love In Your EyesEddie Money,Eddie Money,The Love In Your Eyes,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",0.627,-12.371,0.0406,0.718,23
The First Time Ever I Saw Your FaceGlee Cast,Glee Cast,The First Time Ever I Saw Your Face,"['glee club', 'hollywood', 'post-teen pop']",0.311,-11.019,0.0333,0.0986,38
Family AffairSly & The Family Stone,Sly & The Family Stone,Family Affair,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock']",0.819,-13.83,0.132,0.797,62
CrawlChris Brown,Chris Brown,Crawl,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.41,-6.356,0.0591,0.417,52
Even NowBarry Manilow,Barry Manilow,Even Now,"['adult standards', 'bubblegum pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']",0.294,-10.359,0.0303,0.313,53
Out Of My HeadFastball,Fastball,Out Of My Head,"['pop rock', 'post-grunge']",0.599,-7.461,0.0324,0.482,56
Oops (Oh My)Tweet,Tweet,Oops (Oh My),"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",0.66,-8.786,0.29,0.775,61
Cancertwenty one pilots,twenty one pilots,Cancer,"['modern rock', 'rock']",0.652,-11.045,0.0477,0.196,68
Guess Who's BackScarface Featuring Jay-Z & Beanie Sigel,Scarface Featuring Jay-Z & Beanie Sigel,Guess Who's Back,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",0.742,-9.197,0.31,0.848,54
RoniBobby Brown,Bobby Brown,Roni,"['dance pop', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",0.717,-11.94,0.0373,0.904,54
"Hey Hey, My My (Into The Black)Neil Young & Crazy Horse",Neil Young & Crazy Horse,"Hey Hey, My My (Into The Black)","['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']",0.514,-9.04,0.0448,0.583,46
OverkillMen At Work,Men At Work,Overkill,"['album rock', 'australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",0.646,-3.99,0.0282,0.588,55
Beauty In The BenzTory Lanez Featuring Snoop Dogg,Tory Lanez Featuring Snoop Dogg,Beauty In The Benz,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",0.72,-9.191,0.369,0.445,73
GamesChuckii Booker,Chuckii Booker,Games,"['new jack swing', 'quiet storm', 'urban contemporary']",0.642,-13.782,0.046,0.642,45
I Beg Your PardonKon Kan,Kon Kan,I Beg Your Pardon,"['new romantic', 'new wave', 'synthpop']",0.578,-7.551,0.048,0.763,44
Bad LiarImagine Dragons,Imagine Dragons,Bad Liar,['modern rock'],0.383,-6.993,0.0703,0.0827,84
ErrbodyLil Baby,Lil Baby,Errbody,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.887,-6.572,0.324,0.272,73
Shut Up And Let Me GoThe Ting Tings,The Ting Tings,Shut Up And Let Me Go,"['alternative dance', 'dance pop', 'dance-punk', 'electropop', 'new rave']",0.852,-4.497,0.0581,0.887,47
Hymn 43Jethro Tull,Jethro Tull,Hymn 43,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.491,-8.801,0.036,0.88,41
Cross My HeartBilly Stewart,Billy Stewart,Cross My Heart,"['chicago soul', 'classic soul', 'motown', 'soul']",0.549,-8.809,0.0316,0.508,36
Time SellerThe Spencer Davis Group,The Spencer Davis Group,Time Seller,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']",0.222,-8.023,0.0333,0.401,23
ShallowLady Gaga & Bradley Cooper,Lady Gaga & Bradley Cooper,Shallow,"['dance pop', 'pop']",0.572,-6.362,0.0308,0.323,89
New OrleansU.S. Bonds,U.S. Bonds,New Orleans,['rhythm and blues'],0.567,-7.643,0.197,0.697,27
Wide AwakeKaty Perry,Katy Perry,Wide Awake,"['dance pop', 'pop', 'post-teen pop']",0.514,-5.099,0.0367,0.575,68
Play The GuitarB.o.B Featuring Andre 3000,B.o.B Featuring Andre 3000,Play The Guitar,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",0.574,-4.259,0.298,0.377,32
Happenings Ten Years Time AgoThe Yardbirds,The Yardbirds,Happenings Ten Years Time Ago,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",0.486,-8.723,0.0575,0.601,30
Best I Ever Had (Grey Sky Morning)Vertical Horizon,Vertical Horizon,Best I Ever Had (Grey Sky Morning),"['neo mellow', 'pop rock', 'post-grunge']",0.441,-7.274,0.0251,0.209,58
Two PrincesSpin Doctors,Spin Doctors,Two Princes,"['alternative rock', 'pop rock', 'post-grunge', 'rock']",0.543,-10.71,0.0601,0.836,71
It's My PartyLesley Gore,Lesley Gore,It's My Party,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'motown', 'rock-and-roll']",0.692,-11.662,0.0635,0.961,58
Sick Of Being LonelyField Mob,Field Mob,Sick Of Being Lonely,"['atl hip hop', 'dirty south rap', 'gangster rap', 'southern hip hop', 'trap']",0.692,-4.853,0.105,0.856,47
SherryThe 4 Seasons,The 4 Seasons,Sherry,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",0.701,-8.072,0.0421,0.69,61
Old School LoveLupe Fiasco Featuring Ed Sheeran,Lupe Fiasco Featuring Ed Sheeran,Old School Love,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",0.701,-8.493,0.134,0.459,53
Last ChildAerosmith,Aerosmith,Last Child,"['album rock', 'classic rock', 'hard rock', 'rock']",0.599,-9.978,0.0344,0.767,49
Perplexing PegasusRae Sremmurd,Rae Sremmurd,Perplexing Pegasus,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.899,-8.789,0.0738,0.302,66
I Can HelpBilly Swan,Billy Swan,I Can Help,['swamp pop'],0.471,-9.07,0.0513,0.53,53
Thinking Of YouLoggins & Messina,Loggins & Messina,Thinking Of You,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",0.625,-15.562,0.0293,0.973,32
Where Are YouDinah Washington,Dinah Washington,Where Are You,"['adult standards', 'jazz', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",0.498,-9.84,0.028,0.153,13
Please Pardon Me (You Remind Me Of A Friend)Rufus Featuring Chaka Khan,Rufus Featuring Chaka Khan,Please Pardon Me (You Remind Me Of A Friend),"['australian electropop', 'edm', 'indietronica']",0.446,-10.559,0.0603,0.876,23
Raise Your Weapondeadmau5 Featuring Greta Svabo Bech,deadmau5 Featuring Greta Svabo Bech,Raise Your Weapon,"['big room', 'canadian electronic', 'edm', 'electro house', 'progressive house']",0.507,-7.483,0.0814,0.0744,51
Anyone Who Had A HeartDionne Warwick,Dionne Warwick,Anyone Who Had A Heart,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",0.505,-23.032,0.0278,0.309,42
Notice MeMigos Featuring Post Malone,Migos Featuring Post Malone,Notice Me,"['atl hip hop', 'pop rap', 'rap', 'trap']",0.796,-9.754,0.315,0.474,73
Somewhere Between Love And TomorrowRoy Clark,Roy Clark,Somewhere Between Love And Tomorrow,"['classic country pop', 'oklahoma country']",0.519,-15.062,0.0272,0.241,13
Remember ThenThe Earls,The Earls,Remember Then,"['doo-wop', 'rhythm and blues']",0.478,-6.723,0.0349,0.736,33
The Way You Love MeKaryn White,Karyn White,The Way You Love Me,"['minneapolis sound', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.797,-7.523,0.0723,0.863,44
There's Nothing Holdin' Me BackShawn Mendes,Shawn Mendes,There's Nothing Holdin' Me Back,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",0.866,-4.063,0.0554,0.969,84
HushLL Cool J Featuring 7 Aurelius,LL Cool J Featuring 7 Aurelius,Hush,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",0.783,-6.484,0.275,0.815,51
It Was Almost Like A SongRonnie Milsap,Ronnie Milsap,It Was Almost Like A Song,"['classic country pop', 'country', 'country rock', 'nashville sound']",0.327,-10.663,0.0276,0.151,38
Mr. Too Damn GoodGerald Levert,Gerald Levert,Mr. Too Damn Good,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.804,-10.001,0.0344,0.31,43
Small Town Southern ManAlan Jackson,Alan Jackson,Small Town Southern Man,"['contemporary country', 'country', 'country road']",0.683,-12.433,0.0264,0.568,56
MoneyCardi B,Cardi B,Money,"['pop', 'pop rap', 'rap']",0.95,-6.508,0.29,0.219,81
Trouble In ParadiseThe Crests,The Crests,Trouble In Paradise,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",0.389,-4.579,0.0602,0.818,16
Pretty Good At Drinkin' BeerBilly Currington,Billy Currington,Pretty Good At Drinkin' Beer,"['contemporary country', 'country', 'country road', 'modern country rock']",0.775,-3.695,0.0322,0.618,59
Epiphany (I'm Leaving)Chrisette Michele,Chrisette Michele,Epiphany (I'm Leaving),"['deep pop r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",0.727,-4.513,0.264,0.401,44
Eres Tu (Touch The Wind)Mocedades,Mocedades,Eres Tu (Touch The Wind),"['bolero', 'cancion melodica', 'latin pop', 'pop romantico']",0.291,-2.849,0.0407,0.547,13
4th DimensionKIDS SEE GHOSTS Featuring Louis Prima,KIDS SEE GHOSTS Featuring Louis Prima,4th Dimension,"['hip hop', 'rap']",0.765,-6.755,0.39,0.734,71
Ten Little IndiansThe Yardbirds,The Yardbirds,Ten Little Indians,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",0.633,-10.226,0.147,0.651,11
Get Into SomethingThe Isley Brothers,The Isley Brothers,Get Into Something,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",0.577,-8.153,0.0886,0.813,22
Coming Home SoldierBobby Vinton,Bobby Vinton,Coming Home Soldier,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",0.492,-12.52,0.0368,0.432,22
Slow RideFoghat,Foghat,Slow Ride,"['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.493,-13.916,0.046,0.656,66
Yo (Excuse Me Miss)Chris Brown,Chris Brown,Yo (Excuse Me Miss),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.536,-5.847,0.272,0.57,74
Got It TwistedMobb Deep,Mobb Deep,Got It Twisted,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']",NA,NA,NA,NA,40
Say Hey (I Love You)Michael Franti & Spearhead Featuring Cherine Anderson,Michael Franti & Spearhead Featuring Cherine Anderson,Say Hey (I Love You),['reggae fusion'],0.743,-4.347,0.0899,0.95,62
I Want Your LoveChic,Chic,I Want Your Love,"['disco', 'disco house', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",0.699,-13.404,0.0359,0.96,62
TestimonyKodak Black,Kodak Black,Testimony,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.814,-4.785,0.36,0.376,62
The Angel SongGreat White,Great White,The Angel Song,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",0.594,-17.807,0.0293,0.099,41
WavesKanye West,Kanye West,Waves,"['chicago rap', 'rap']",0.386,-4.454,0.0519,0.0565,74
I Need Your LoveCalvin Harris Featuring Ellie Goulding,Calvin Harris Featuring Ellie Goulding,I Need Your Love,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0.695,-5.066,0.0483,0.58,70
"Say You, Say MeLionel Richie",Lionel Richie,"Say You, Say Me","['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",0.64,-11.129,0.0274,0.233,72
Just A DreamNelly,Nelly,Just A Dream,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",0.531,-6.161,0.0305,0.103,74
Player's BallOutKast,OutKast,Player's Ball,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']",0.857,-6.304,0.246,0.579,61
Unsquare DanceThe Dave Brubeck Quartet,The Dave Brubeck Quartet,Unsquare Dance,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz quartet']",0.65,-13.869,0.115,0.615,54
If This Was A MovieTaylor Swift,Taylor Swift,If This Was A Movie,"['pop', 'post-teen pop']",0.511,-3.457,0.0265,0.289,52
Million ReasonsLady Gaga,Lady Gaga,Million Reasons,"['dance pop', 'pop']",0.665,-7.838,0.0444,0.134,80
Shot ClockElla Mai,Ella Mai,Shot Clock,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",0.512,-6.008,0.285,0.434,74
I Think Of YouPerry Como,Perry Como,I Think Of You,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",0.266,-15.558,0.0325,0.222,20
(He's) The Great ImpostorThe Fleetwoods,The Fleetwoods,(He's) The Great Impostor,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']",0.499,-11.793,0.0422,0.539,15
CarefulParamore,Paramore,Careful,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",0.417,-3.703,0.0805,0.607,57
Dreamboat AnnieHeart,Heart,Dreamboat Annie,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",0.497,-15.649,0.0335,0.649,44
A Love SongKenny Rogers,Kenny Rogers,A Love Song,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",0.411,-18.777,0.0333,0.18,42
Be My BabyThe Ronettes,The Ronettes,Be My Baby,"['adult standards', 'brill building pop', 'classic girl group', 'motown']",0.511,-7.032,0.042,0.818,72
If You Don't Want My LoveRobert John,Robert John,If You Don't Want My Love,['dublin indie'],0.65,-9.989,0.0358,0.638,8
Good KisserUsher,Usher,Good Kisser,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.64,-4.177,0.189,0.825,53
Please Don't GoK.W.S.,K.W.S.,Please Don't Go,[],0.725,-7.234,0.0375,0.594,39
Break It UpForeigner,Foreigner,Break It Up,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0.625,-4.745,0.0291,0.639,42
Really Don't CareDemi Lovato Featuring Cher Lloyd,Demi Lovato Featuring Cher Lloyd,Really Don't Care,"['dance pop', 'pop', 'post-teen pop']",0.706,-3.602,0.0852,0.851,70
Jackie ChanTiesto & Dzeko Featuring Preme & Post Malone,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'house', 'trance', 'tropical house']",0.747,-2.867,0.045,0.687,80
Ye vs The PeopleKanye West Featuring T.I.,Kanye West Featuring T.I.,Ye vs The People,"['chicago rap', 'rap']",0.464,-1.881,0.294,0.722,48
It Ain't Over 'til It's OverLenny Kravitz,Lenny Kravitz,It Ain't Over 'til It's Over,"['permanent wave', 'pop rock', 'rock']",0.679,-10.74,0.0423,0.93,69
I Love You Always ForeverDonna Lewis,Donna Lewis,I Love You Always Forever,['new wave pop'],0.744,-11.977,0.0348,0.122,71
That Ain't LoveREO Speedwagon,REO Speedwagon,That Ain't Love,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",0.625,-6.843,0.0282,0.661,37
From YesterdayThirty Seconds To Mars,Thirty Seconds To Mars,From Yesterday,"['modern rock', 'post-grunge']",0.467,-4.841,0.0693,0.131,57
Whip AppealBabyface,Babyface,Whip Appeal,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.454,-7.421,0.0476,0.598,48
Family ManCraig Campbell,Craig Campbell,Family Man,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",0.554,-7.076,0.0269,0.151,42
Bad GirlfriendTheory Of A Deadman,Theory Of A Deadman,Bad Girlfriend,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'wrestling']",0.504,-2.657,0.0529,0.676,67
Beer Never Broke My HeartLuke Combs,Luke Combs,Beer Never Broke My Heart,['contemporary country'],0.54,-4.483,0.0481,0.64,79
I Won't Give UpJason Mraz,Jason Mraz,I Won't Give Up,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",0.585,-10.058,0.0398,0.142,73
The Jive SambaCannonball Adderley,Cannonball Adderley,The Jive Samba,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'soul jazz', 'vocal jazz']",0.53,-11.252,0.0421,0.668,9
"I ThinkTyler, The Creator","Tyler, The Creator",I Think,"['hip hop', 'rap']",0.826,-8.241,0.0801,0.431,77
Foolish BeatDebbie Gibson,Debbie Gibson,Foolish Beat,"['new wave pop', 'soft rock']",0.542,-11.161,0.0257,0.341,53
You And Your HeartJack Johnson,Jack Johnson,You And Your Heart,['neo mellow'],0.772,-6.118,0.0318,0.86,60
TaxiJ. Blackfoot,J. Blackfoot,Taxi,"['southern soul', 'southern soul blues']",0.416,-11.786,0.0469,0.27,33
Last KissJ. Frank Wilson and The Cavaliers,J. Frank Wilson and The Cavaliers,Last Kiss,[],0.746,-7.919,0.0471,0.698,42
Cat DaddyRej3ctz,Rej3ctz,Cat Daddy,[],0.872,-8.663,0.235,0.32,49
Stop To StartBlue Magic,Blue Magic,Stop To Start,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'urban contemporary']",0.435,-14.478,0.0385,0.316,34
SidewalksThe Weeknd Featuring Kendrick Lamar,The Weeknd Featuring Kendrick Lamar,Sidewalks,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.542,-5.136,0.0625,0.623,72
Darling LorraineThe Knockouts,The Knockouts,Darling Lorraine,['yacht rock'],0.531,-12.216,0.0265,0.539,17
Try A Little TendernessThree Dog Night,Three Dog Night,Try A Little Tenderness,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",0.383,-12.985,0.0427,0.323,29
LegacyOffset Featuring Travis Scott & 21 Savage,Offset Featuring Travis Scott & 21 Savage,Legacy,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.844,-8.769,0.335,0.344,73
Heartache On The Dance FloorJon Pardi,Jon Pardi,Heartache On The Dance Floor,"['contemporary country', 'country', 'country road', 'modern country rock']",0.594,-4.252,0.0458,0.671,73
(You Gotta) Fight For Your Right (To Party!)Beastie Boys,Beastie Boys,(You Gotta) Fight For Your Right (To Party!),"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap']",0.69,-4.242,0.0324,0.749,46
U.N.I.T.Y.Queen Latifah,Queen Latifah,U.N.I.T.Y.,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'hip pop', 'hollywood', 'new jersey rap']",0.679,-6.62,0.337,0.518,36
Back StreetEdwin Starr,Edwin Starr,Back Street,"['classic soul', 'motown', 'northern soul', 'soul', 'southern soul']",0.669,-13.457,0.044,0.963,35
Rock N RollAvril Lavigne,Avril Lavigne,Rock N Roll,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",0.465,-3.34,0.128,0.665,61
Look At MeDobie Gray,Dobie Gray,Look At Me,"['motown', 'northern soul']",0.756,-9.915,0.0457,0.962,8
You Were MineFireflies,Fireflies,You Were Mine,[],0.608,-8.989,0.0264,0.662,24
Mary JaneRick James,Rick James,Mary Jane,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",0.529,-7.01,0.129,0.86,63
Immigration ManGraham Nash & David Crosby,Graham Nash & David Crosby,Immigration Man,"['british folk', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",0.491,-7.433,0.0449,0.694,36
LoudMac Miller,Mac Miller,Loud,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",0.649,-5.8,0.0398,0.201,62
HollywoodShooting Star,Shooting Star,Hollywood,['album rock'],0.384,-8.923,0.0299,0.213,23
PrivacyChris Brown,Chris Brown,Privacy,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.741,-7.741,0.378,0.428,65
Giving Him Something He Can FeelEn Vogue,En Vogue,Giving Him Something He Can Feel,"['dance pop', 'girl group', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.496,-10.175,0.0405,0.705,53
Hate MeBlue October,Blue October,Hate Me,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge', 'san marcos tx indie']",0.384,-5.724,0.0356,0.202,59
Rockin' Little AngelRay Smith,Ray Smith,Rockin' Little Angel,"['rock-and-roll', 'rockabilly']",0.646,-5.065,0.0796,0.962,22
Your Mama Don't DanceKenny Loggins & Jim Messina,Kenny Loggins & Jim Messina,Your Mama Don't Dance,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",0.441,-11.738,0.0753,0.698,22
Almost Saturday NightDave Edmunds,Dave Edmunds,Almost Saturday Night,"['british blues', 'classic uk pop', 'power pop', 'pub rock', 'rock-and-roll', 'rockabilly', 'roots rock']",0.612,-9.204,0.0443,0.712,28
My GirlThe Temptations,The Temptations,My Girl,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",0.572,-10.738,0.0349,0.694,79
Come Out And PlayBillie Eilish,Billie Eilish,Come Out And Play,"['electropop', 'pop']",0.64,-14.604,0.0931,0.177,78
Hustler MusikLil Wayne,Lil Wayne,Hustler Musik,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.661,-2.223,0.25,0.678,56
The Sign Of FireThe Fixx,The Fixx,The Sign Of Fire,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",0.833,-7.852,0.0597,0.91,32
AllentownBilly Joel,Billy Joel,Allentown,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.69,-8.312,0.0289,0.967,53
Nothin' On YouB.o.B Featuring Bruno Mars,B.o.B Featuring Bruno Mars,Nothin' On You,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",0.688,-5.814,0.0493,0.743,72
Made For YouJake Owen,Jake Owen,Made For You,"['contemporary country', 'country', 'country road', 'modern country rock']",0.581,-6.829,0.0268,0.337,77
The Purple People EaterSheb Wooley,Sheb Wooley,The Purple People Eater,"['comic', 'novelty']",0.643,-5.006,0.0801,0.881,45
Stupid GirlsP!nk,P!nk,Stupid Girls,"['dance pop', 'pop', 'post-teen pop']",0.689,-5.045,0.0639,0.568,60
Rhythm Of My HeartRod Stewart,Rod Stewart,Rhythm Of My Heart,"['adult standards', 'mellow gold', 'soft rock']",0.582,-11.021,0.0321,0.433,55
You Don't Know Her Like I DoBrantley Gilbert,Brantley Gilbert,You Don't Know Her Like I Do,"['contemporary country', 'country', 'country road', 'modern country rock']",0.49,-6.681,0.0441,0.288,59
Lying From YouLinkin Park,Linkin Park,Lying From You,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0.535,-3.324,0.18,0.723,60
Blame It On MePost Malone,Post Malone,Blame It On Me,"['dfw rap', 'melodic rap', 'rap']",0.651,-7.307,0.0421,0.317,73
And I Love HimEsther Phillips,Esther Phillips,And I Love Him,"['classic soul', 'jazz blues', 'rhythm and blues', 'soul']",0.594,-10.726,0.0262,0.602,48
Just Like FireP!nk,P!nk,Just Like Fire,"['dance pop', 'pop', 'post-teen pop']",0.632,-5.921,0.146,0.497,71
I Missed The BusKris Kross,Kris Kross,I Missed The Bus,"['dutch house', 'dutch pop', 'tropical house']",0.811,-10.408,0.0714,0.273,32
Broke In A MinuteTory Lanez,Tory Lanez,Broke In A Minute,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",0.929,-5.595,0.0906,0.802,77
MillionaireChris Stapleton,Chris Stapleton,Millionaire,"['contemporary country', 'outlaw country']",0.602,-9.666,0.0279,0.454,69
AnythingJaheim Featuring Next,Jaheim Featuring Next,Anything,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.731,-7.907,0.0425,0.452,51
"GOSPELDaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris","DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",GOSPEL,"['nc hip hop', 'rap']",0.676,-4.435,0.343,0.838,71
He Don't Love You (Like I Love You)Tony Orlando & Dawn,Tony Orlando & Dawn,He Don't Love You (Like I Love You),"['bubblegum pop', 'classic uk pop', 'country rock']",0.637,-12.378,0.0335,0.805,38
Faking ItCalvin Harris Featuring Kehlani & Lil Yachty,Calvin Harris Featuring Kehlani & Lil Yachty,Faking It,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0.776,-4.543,0.115,0.668,65
He's Sure The Boy I LoveThe Crystals,The Crystals,He's Sure The Boy I Love,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'motown', 'rock-and-roll', 'rockabilly']",0.524,-7.555,0.0614,0.899,30
Send Me The Pillow You Dream OnJohnny Tillotson,Johnny Tillotson,Send Me The Pillow You Dream On,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",0.334,-9.126,0.0295,0.48,44
'Til You Do Me RightAfter 7,After 7,'Til You Do Me Right,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.612,-7.563,0.0264,0.433,42
NightshiftCommodores,Commodores,Nightshift,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",0.736,-10.123,0.0388,0.38,62
Good As YouKane Brown,Kane Brown,Good As You,"['contemporary country', 'country road']",0.634,-6.05,0.0373,0.769,75
